hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,debris,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),(fp_entry-fn_entry+fp_exit-fn_exit),non_block,shadow check,debris check
1927,1616396400,79981909,79981909,25806359,20085,5041,36620760,43285955,57793,17401,759,4282,0.000722576,0.000217562,99.9277,0.0217562,79031396,52089635,26327415,26148762,26315139,2599,26146051,5,107,22,85,9.59884e-08,2.05415e-06,100,0.000205415,52703981,25940873,25875530,25978818,364778,25858381,37945,17149,65343,7611,57732,8392,62099,0.00066108,0.00251892,99.9339,0.251892,0.000474311,0.000524332,99.9634,0.0132565,60495,27784,-48296,364778,-352579,18446744073709536031
1928,1616400000,80022099,80022099,25819610,20092,5041,36639072,43307809,57817,17401,759,4282,0.000722513,0.000217452,99.9277,0.0217452,79075496,52118211,26340655,26162002,26328379,2599,26159291,5,107,22,85,9.59358e-08,2.05303e-06,100,0.000205303,52734841,25956209,25890861,25994154,364871,25873705,37945,17156,65348,7612,57736,8393,62103,0.000660959,0.00251762,99.9339,0.251763,0.000474255,0.000524085,99.9634,0.0132496,58404,25602,-48294,364871,-354761,18446744073709536124
1929,1616403600,80069809,80069809,25834859,20099,5042,36661699,43332875,57832,17403,760,4282,0.00072227,0.000217348,99.9278,0.0217348,79114551,52145278,26355895,26177242,26343619,2599,26174531,5,107,22,85,9.5886e-08,2.05196e-06,100,0.000205196,52758656,25968036,25902688,26005981,364950,25885530,37945,17158,65348,7612,57736,8394,62103,0.000660735,0.00251648,99.9339,0.251648,0.000474102,0.000523811,99.9634,0.0132436,61817,28938,-48292,364950,-351425,18446744073709536203
1930,1616407200,80112432,80112432,25849150,20106,5042,36681102,43356076,57851,17403,760,4282,0.000722123,0.000217232,99.9278,0.0217232,79159243,52174641,26370176,26191523,26357900,2599,26188812,5,107,22,85,9.5832e-08,2.0508e-06,100,0.00020508,52789067,25983118,25917770,26021063,365073,25900607,37945,17163,65348,7612,57736,8394,62103,0.000660544,0.00251502,99.934,0.251502,0.000473993,0.000523522,99.9634,0.0132364,61016,28019,-48287,365073,-352344,18446744073709536326
1931,1616410800,80159614,80159614,25864478,20108,5042,36702931,43381421,57859,17403,760,4282,0.000721797,0.000217104,99.9278,0.0217104,79210779,52207977,26385496,26206843,26373220,2599,26204132,5,107,22,85,9.57708e-08,2.0495e-06,100,0.00020495,52825283,26001134,25935785,26039080,365163,25918615,37946,17170,65349,7613,57736,8395,62103,0.000660356,0.00251331,99.934,0.251331,0.000473793,0.000523203,99.9635,0.0132283,58321,25240,-48281,365163,-355123,18446744073709536416
1932,1616414400,80204700,80204700,25879608,20116,5042,36723532,43405884,57881,17403,760,4282,0.000721666,0.000216982,99.9278,0.0216982,79247639,52233893,26400614,26221961,26388338,2599,26219250,5,107,22,85,9.57233e-08,2.04848e-06,100,0.000204848,52847025,26011932,25946583,26049878,365236,25929408,37946,17175,65349,7613,57736,8395,62103,0.000660274,0.00251227,99.934,0.251227,0.000473719,0.000522933,99.9635,0.0132212,62641,29492,-48276,365236,-350871,18446744073709536489
1933,1616418000,80250138,80250138,25894887,20123,5042,36744336,43430494,57905,17403,760,4282,0.000721556,0.000216859,99.9278,0.0216859,79294384,52264764,26415883,26237230,26403607,2599,26234519,5,107,22,85,9.56667e-08,2.04727e-06,100,0.000204727,52878501,26027534,25962185,26065480,365372,25945002,37946,17183,65349,7613,57736,8395,62103,0.000660185,0.00251076,99.934,0.251076,0.000473646,0.00052263,99.9635,0.0132136,62308,29031,-48268,365372,-351332,18446744073709536625
1934,1616421600,80305325,80305325,25911293,20138,5044,36773823,43456152,57933,17417,762,4282,0.000721409,0.000216885,99.9279,0.0216885,79333334,52292268,26432253,26253600,26419977,2599,26250889,5,107,22,85,9.56164e-08,2.04619e-06,100,0.000204619,52901081,26038668,25973319,26076614,365528,25956134,37946,17185,65349,7613,57736,8397,62103,0.00065998,0.00250969,99.934,0.250969,0.000473555,0.000522409,99.9635,0.0132159,67544,34113,-48266,365528,-346250,18446744073709536781
1935,1616425200,80354127,80354127,25928300,20144,5044,36796842,43481911,57953,17421,762,4282,0.00072122,0.000216803,99.9279,0.0216803,79384291,52326071,26449254,26270601,26436978,2599,26267890,5,107,22,85,9.55547e-08,2.04487e-06,100,0.000204487,52935037,26055470,25990121,26093416,365704,25972928,37946,17193,65349,7613,57736,8397,62103,0.000659861,0.00250807,99.934,0.250807,0.000473435,0.000522107,99.9635,0.0132107,67743,34144,-48258,365704,-346219,18446744073709536957
1936,1616428800,80402075,80402075,25945556,20150,5044,36818986,43507693,57975,17421,762,4282,0.000721064,0.000216674,99.9279,0.0216674,79432810,52358777,26466490,26287837,26454214,2599,26285126,5,107,22,85,9.5495e-08,2.04359e-06,100,0.000204359,52966320,26070940,26005591,26108886,365875,25988394,37946,17197,65349,7613,57736,8397,62103,0.000659623,0.00250658,99.934,0.250658,0.000473312,0.000521791,99.9635,0.0132027,69509,35743,-48254,365875,-344620,18446744073709537128
1937,1616432400,80450296,80450296,25962248,20157,5044,36842152,43532728,57995,17421,762,4282,0.00072088,0.000216544,99.9279,0.0216544,79491205,52396132,26483157,26304504,26470881,2599,26301793,5,107,22,85,9.54269e-08,2.04214e-06,100,0.000204214,53008048,26091628,26026277,26129574,366051,26009072,37946,17205,65351,7615,57736,8399,62103,0.000659407,0.00250467,99.9341,0.250467,0.000473172,0.000521455,99.9635,0.0131942,65490,31554,-48248,366051,-348809,18446744073709537304
1938,1616436000,80494109,80494109,25977901,20162,5044,36862191,43556490,58007,17421,762,4282,0.000720637,0.000216426,99.9279,0.0216426,79529843,52423154,26498816,26320163,26486540,2599,26317452,5,107,22,85,9.53777e-08,2.04108e-06,100,0.000204108,53031027,26102991,26037640,26140937,366177,26020431,37946,17209,65351,7615,57736,8399,62103,0.000659273,0.00250358,99.9341,0.250358,0.000473028,0.000521185,99.9635,0.0131872,69786,35728,-48244,366177,-344635,18446744073709537430
1939,1616439600,80538446,80538446,25993475,20167,5044,36883127,43579876,58022,17421,762,4282,0.000720426,0.000216307,99.928,0.0216307,79586042,52458880,26514369,26335716,26502093,2599,26333005,5,107,22,85,9.53127e-08,2.03969e-06,100,0.000203969,53071673,26123164,26057812,26161111,366326,26040599,37947,17213,65352,7616,57736,8400,62103,0.000658917,0.00250169,99.9341,0.250169,0.000472849,0.000520863,99.9635,0.0131792,65167,30963,-48241,366326,-349400,18446744073709537579
1940,1616443200,80581287,80581287,26008359,20175,5044,36903038,43602789,58039,17421,762,4282,0.000720254,0.000216192,99.928,0.0216192,79618992,52482645,26529257,26350604,26516981,2599,26347893,5,107,22,85,9.52696e-08,2.03877e-06,100,0.000203877,53089735,26132041,26066689,26169988,366479,26049471,37947,17218,65352,7616,57736,8400,62103,0.000658885,0.00250084,99.9341,0.250084,0.000472763,0.000520616,99.9635,0.0131726,71178,36826,-48236,366479,-343537,18446744073709537732
1941,1616446800,80623647,80623647,26023399,20187,5044,36922842,43625312,58072,17421,762,4282,0.000720285,0.000216078,99.928,0.0216078,79671754,52516362,26544284,26365631,26532008,2599,26362920,5,107,22,85,9.52084e-08,2.03746e-06,100,0.000203746,53127470,26150731,26085378,26188679,366651,26068147,37948,17231,65353,7617,57736,8401,62103,0.000658911,0.00249909,99.9341,0.249909,0.000472771,0.000520313,99.9635,0.0131651,67516,33004,-48224,366651,-347359,18446744073709537904
1942,1616450400,80659437,80659437,26036190,20193,5044,36939129,43644802,58085,17421,762,4282,0.000720126,0.000215982,99.928,0.0215982,79697982,52535734,26557065,26378412,26544789,2599,26375701,5,107,22,85,9.51733e-08,2.03671e-06,100,0.000203671,53140917,26157322,26091968,26195270,366770,26074732,37948,17236,65354,7618,57736,8402,62103,0.000658936,0.0024985,99.9341,0.24985,0.0004727,0.000520117,99.9635,0.0131596,73707,39080,-48220,366770,-341283,18446744073709538023
1943,1616454000,80691513,80691513,26047648,20202,5044,36953848,43662138,58106,17421,762,4282,0.000720101,0.000215896,99.928,0.0215896,79738676,52561619,26568508,26389855,26556232,2599,26387144,5,107,22,85,9.51264e-08,2.03571e-06,100,0.000203571,53170168,26171764,26106408,26209713,366941,26089167,37949,17241,65356,7620,57736,8404,62103,0.000658763,0.0024972,99.9341,0.24972,0.000472649,0.000519894,99.9636,0.0131539,70710,35915,-48217,366941,-344448,18446744073709538194
1944,1616457600,80721040,80721040,26058371,20206,5044,36967208,43678292,58119,17421,762,4282,0.000719998,0.000215817,99.928,0.0215817,79785770,52590432,26579232,26400579,26566956,2599,26397868,5,107,22,85,9.50743e-08,2.03459e-06,100,0.000203459,53206538,26189853,26124494,26227802,367037,26107246,37949,17248,65359,7623,57736,8407,62103,0.000658576,0.00249559,99.9341,0.249559,0.000472548,0.000519663,99.9636,0.0131482,63348,28461,-48213,367037,-351902,18446744073709538290
1945,1616461200,80747030,80747030,26067524,20208,5044,36979274,43692212,58123,17421,762,4282,0.000719816,0.000215748,99.928,0.0215748,79814083,52609012,26588373,26409720,26576097,2599,26407009,5,107,22,85,9.50408e-08,2.03387e-06,100,0.000203387,53225710,26199292,26133932,26237241,367183,26116680,37949,17252,65360,7624,57736,8408,62103,0.000658491,0.00249472,99.9342,0.249472,0.000472438,0.000519494,99.9636,0.0131438,63051,28021,-48210,367183,-352342,18446744073709538436
1946,1616464800,80773866,80773866,26077145,20211,5044,36990688,43707628,58129,17421,762,4282,0.000719651,0.000215676,99.928,0.0215676,79851178,52632189,26597937,26419284,26585661,2599,26416573,5,107,22,85,9.49989e-08,2.03298e-06,100,0.000203298,53253241,26212905,26147542,26250855,367334,26130285,37950,17257,65363,7627,57736,8411,62103,0.00065834,0.00249354,99.9342,0.249354,0.000472319,0.000519305,99.9636,0.0131388,59005,23826,-48208,367334,-356537,18446744073709538587
1947,1616468400,80808051,80808051,26086559,20220,5044,37008855,43723611,58152,17433,762,4282,0.000719631,0.000215733,99.928,0.0215733,79878871,52651197,26608438,26429785,26596107,2654,26427019,5,107,22,85,9.49646e-08,2.03224e-06,100,0.000203224,53270433,26221412,26156042,26259362,367423,26138778,37950,17264,65370,7628,57742,8412,62109,0.000658393,0.002493,99.9342,0.2493,0.000472324,0.000519224,99.9636,0.0131426,60951,25683,-48208,367423,-354680,18446744073709538676
1948,1616472000,80832601,80832601,26095184,20224,5044,37019849,43737157,58161,17434,762,4282,0.000719524,0.00021568,99.9281,0.021568,79904776,52668468,26617230,26438577,26604896,2657,26435807,5,108,22,86,9.49335e-08,2.05056e-06,100,0.000205056,53287546,26229891,26164507,26267842,367497,26147240,37951,17267,65384,7628,57756,8412,62124,0.000658295,0.00249273,99.9342,0.249273,0.00047225,0.00051916,99.9636,0.01314,61275,25921,-48220,367497,-354442,18446744073709538750
1949,1616475600,80855936,80855936,26103471,20232,5044,37030129,43750186,58187,17434,762,4282,0.000719638,0.000215618,99.928,0.0215618,79926587,52683461,26625493,26446840,26613159,2657,26444070,5,108,22,86,9.49064e-08,2.04998e-06,100,0.000204998,53301094,26236621,26171233,26274573,367540,26153963,37952,17270,65388,7628,57760,8412,62128,0.00065824,0.00249224,99.9342,0.249224,0.000472299,0.000519039,99.9636,0.0131362,62812,27413,-48221,367540,-352949,18446744073709538794
1950,1616479200,80884938,80884938,26113850,20235,5044,37043334,43765978,58192,17434,762,4282,0.000719442,0.000215541,99.9281,0.0215541,79952493,52701546,26635871,26457218,26623537,2657,26454448,5,108,22,86,9.48739e-08,2.04928e-06,100,0.000204928,53316622,26244328,26178940,26282280,367597,26161665,37952,17275,65388,7628,57760,8412,62128,0.000658237,0.00249151,99.9342,0.249151,0.000472199,0.000518861,99.9636,0.0131316,65483,30032,-48216,367597,-350330,18446744073709538851
1951,1616482800,80917032,80917032,26125213,20244,5044,37057974,43783409,58215,17434,762,4282,0.000719441,0.000215455,99.9281,0.0215455,79988473,52725136,26647215,26468562,26634881,2657,26465792,5,108,22,86,9.48314e-08,2.04836e-06,100,0.000204836,53341258,26256574,26191186,26294526,367669,26173902,37952,17284,65388,7628,57760,8412,62128,0.000658273,0.00249035,99.9342,0.249035,0.000472199,0.000518641,99.9636,0.0131261,64581,29067,-48207,367669,-351295,18446744073709538923
1952,1616486400,80953089,80953089,26137967,20250,5044,37074161,43803263,58231,17434,762,4282,0.000719318,0.000215359,99.9281,0.0215359,80033633,52753985,26659957,26481304,26647623,2657,26478534,5,108,22,86,9.47796e-08,2.04724e-06,100,0.000204724,53373676,26272681,26207293,26310633,367771,26190001,37952,17292,65388,7628,57760,8412,62128,0.000658174,0.00248882,99.9342,0.248882,0.00047211,0.000518378,99.9636,0.0131197,61216,25608,-48199,367771,-354754,18446744073709539025
1953,1616490000,80991840,80991840,26151647,20256,5044,37092001,43824156,58249,17434,762,4282,0.000719196,0.000215256,99.9281,0.0215256,80076790,52782239,26673639,26494986,26661305,2657,26492216,5,108,22,86,9.47288e-08,2.04614e-06,100,0.000204614,53403151,26287253,26221846,26325207,367864,26204547,37954,17299,65407,7639,57768,8423,62136,0.000658076,0.00248816,99.9342,0.248816,0.000472025,0.000518233,99.9636,0.0131132,60345,24632,-48211,367864,-355730,18446744073709539118
1954,1616493600,81031178,81031178,26165171,20265,5044,37110312,43845158,58274,17434,762,4282,0.000719155,0.000215152,99.9281,0.0215152,80103314,52802163,26687156,26508503,26674822,2657,26505733,5,108,22,86,9.46931e-08,2.04537e-06,100,0.000204537,53416158,26293660,26228248,26331614,367957,26210944,37954,17304,65412,7639,57773,8423,62141,0.000658105,0.00248775,99.9342,0.248775,0.000472019,0.000518051,99.9636,0.0131073,67460,31654,-48211,367957,-348708,18446744073709539211
1955,1616497200,81067524,81067524,26178063,20272,5044,37126904,43864889,58296,17435,762,4282,0.000719104,0.000215068,99.9281,0.0215068,80138114,52825900,26700042,26521389,26687708,2657,26518618,5,109,22,87,9.46505e-08,2.06338e-06,100,0.000206338,53438072,26304511,26239099,26342465,368063,26221786,37954,17313,65412,7639,57773,8423,62142,0.000658176,0.00248672,99.9342,0.248672,0.000472004,0.000517834,99.9636,0.013103,69495,33591,-48203,368063,-346771,18446744073709539317
1956,1616500800,81108507,81108507,26192618,20278,5044,37146068,43886687,58315,17437,762,4282,0.000718975,0.000214984,99.9281,0.0214984,80197390,52862737,26714678,26536025,26702344,2657,26533252,5,111,22,89,9.45846e-08,2.09978e-06,100,0.000209978,53482712,26326712,26261298,26364668,368180,26243980,37956,17318,65414,7641,57773,8425,62144,0.000657811,0.0024847,99.9342,0.24847,0.000471859,0.000517549,99.9636,0.0130983,61932,25912,-48202,368180,-354450,18446744073709539434
1957,1616504400,81156409,81156409,26209036,20283,5045,37168938,43911704,58329,17438,762,4283,0.000718723,0.000214869,99.9281,0.0214869,80241557,52893047,26731319,26552666,26718983,2659,26549890,5,112,22,90,9.45304e-08,2.11748e-06,100,0.000211748,53510238,26340381,26274967,26378337,368274,26257645,37956,17322,65414,7641,57773,8425,62146,0.000657621,0.00248341,99.9342,0.248341,0.000471701,0.000517265,99.9636,0.0130922,64902,28791,-48199,368274,-351571,18446744073709539528
1958,1616508000,81204672,81204672,26226257,20288,5045,37190943,43937945,58346,17438,762,4283,0.000718505,0.000214741,99.9282,0.0214741,80289518,52925518,26748633,26569980,26736297,2659,26567204,5,112,22,90,9.44724e-08,2.11618e-06,100,0.000211618,53540885,26355538,26290113,26393496,368388,26272785,37958,17328,65425,7646,57779,8430,62152,0.000657471,0.0024824,99.9342,0.24824,0.000471562,0.000517024,99.9636,0.0130843,67070,30840,-48204,368388,-349522,18446744073709539642
1959,1616511600,81249094,81249094,26241827,20299,5045,37211220,43962065,58371,17438,762,4283,0.00071842,0.000214624,99.9282,0.0214624,80317348,52947069,26764199,26585546,26751863,2659,26582770,5,112,22,90,9.44339e-08,2.11532e-06,100,0.000211532,53553149,26361523,26296098,26399482,368534,26278768,37959,17330,65425,7646,57779,8430,62152,0.000657397,0.00248184,99.9342,0.248184,0.000471519,0.000516792,99.9636,0.0130779,76651,40277,-48202,368534,-340085,18446744073709539788
1960,1616515200,81292646,81292646,26257322,20312,5045,37231153,43985637,58418,17438,762,4283,0.000718614,0.000214509,99.9281,0.0214509,80350241,52971087,26779682,26601029,26767346,2659,26598253,5,112,22,90,9.43911e-08,2.11436e-06,100,0.000211436,53570559,26370058,26304633,26408018,368703,26287300,37960,17333,65425,7646,57779,8430,62152,0.000657299,0.00248103,99.9343,0.248103,0.000471607,0.000516548,99.9636,0.0130713,83599,47059,-48199,368703,-333303,18446744073709539957
1961,1616518800,81334477,81334477,26271682,20323,5045,37250743,44007847,58449,17438,762,4283,0.000718625,0.000214399,99.9281,0.0214399,80393307,52999557,26794034,26615381,26781698,2659,26612605,5,112,22,90,9.43404e-08,2.11323e-06,100,0.000211323,53599273,26384176,26318751,26422137,368941,26301403,37961,17348,65425,7646,57779,8430,62152,0.000657515,0.00247971,99.9342,0.247971,0.000471645,0.000516276,99.9636,0.0130644,83833,47070,-48184,368941,-333292,18446744073709540195
1962,1616522400,81375598,81375598,26286134,20332,5045,37269665,44030017,58478,17438,762,4283,0.000718618,0.00021429,99.9281,0.021429,80434436,53027160,26808483,26629830,26796147,2659,26627054,5,112,22,90,9.42913e-08,2.11213e-06,100,0.000211213,53625953,26397330,26331905,26435291,369127,26314549,37961,17356,65425,7646,57779,8430,62152,0.000657491,0.00247847,99.9342,0.247847,0.000471635,0.000516013,99.9636,0.0130578,85128,48187,-48176,369127,-332175,18446744073709540381
1963,1616526000,81421090,81421090,26301874,20338,5045,37291007,44054144,58501,17438,762,4283,0.000718499,0.000214171,99.9282,0.0214171,80499112,53067193,26824211,26645558,26811875,2659,26642782,5,112,22,90,9.42202e-08,2.11053e-06,100,0.000211053,53674901,26421635,26356206,26459597,369295,26338838,37962,17368,65429,7650,57779,8434,62152,0.00065734,0.00247634,99.9343,0.247634,0.000471531,0.000515686,99.9636,0.0130495,76555,39454,-48168,369295,-340908,18446744073709540549
1964,1616529600,81464442,81464442,26317360,20347,5045,37311220,44077254,58530,17438,762,4283,0.000718473,0.000214057,99.9282,0.0214057,80555068,53102733,26839693,26661040,26827357,2659,26658264,5,112,22,90,9.41571e-08,2.10912e-06,100,0.000210912,53715375,26441693,26376259,26479656,369473,26358882,37963,17377,65434,7655,57779,8439,62152,0.000657182,0.00247465,99.9343,0.247465,0.000471477,0.0005154,99.9636,0.0130418,71984,34709,-48164,369473,-345653,18446744073709540727
1965,1616533200,81504723,81504723,26331544,20359,5045,37329756,44098968,58561,17438,762,4283,0.000718498,0.000213951,99.9282,0.0213951,80586976,53125624,26853861,26675208,26841525,2659,26672432,5,112,22,90,9.41165e-08,2.10821e-06,100,0.000210821,53733115,26450416,26384980,26488380,369618,26367593,37964,17387,65436,7657,57779,8441,62152,0.000657343,0.00247391,99.9343,0.247391,0.000471521,0.000515183,99.9636,0.0130357,77431,40019,-48156,369618,-340343,18446744073709540872
1966,1616536800,81546711,81546711,26344743,20367,5047,37351491,44119182,58581,17457,764,4283,0.000718374,0.000214074,99.9282,0.0214074,80630795,53153913,26867022,26688369,26854686,2659,26685593,5,112,22,90,9.40665e-08,2.10709e-06,100,0.000210709,53763773,26465544,26400108,26503508,369819,26382715,37964,17393,65436,7657,57779,8443,62152,0.000657194,0.0024725,99.9343,0.24725,0.000471433,0.000515027,99.9636,0.013043,75464,37857,-48150,369819,-342505,18446744073709541073
1967,1616540400,81589981,81589981,26357657,20375,5051,37375286,44138606,58598,17491,768,4283,0.000718201,0.000214377,99.9282,0.0214377,80681944,53185804,26879907,26701254,26867571,2659,26698478,5,112,22,90,9.401e-08,2.10583e-06,100,0.000210583,53802037,26484550,26419113,26522515,369944,26401707,37965,17406,65437,7658,57779,8448,62152,0.000657213,0.00247076,99.9343,0.247076,0.000471343,0.000514944,99.9637,0.013061,69344,31624,-48138,369944,-348738,18446744073709541198
1968,1616544000,81623213,81623213,26368962,20381,5051,37390447,44156660,58615,17491,768,4283,0.000718117,0.00021429,99.9282,0.021429,80713025,53206948,26891320,26712667,26878984,2659,26709891,5,112,22,90,9.39727e-08,2.10499e-06,100,0.000210499,53821705,26494281,26428843,26532246,370047,26411432,37965,17411,65438,7659,57779,8449,62152,0.000657161,0.00246989,99.9343,0.246989,0.000471292,0.000514745,99.9637,0.0130557,71027,33208,-48134,370047,-347154,18446744073709541301
1969,1616547600,81652358,81652358,26379053,20386,5051,37403933,44172306,58628,17491,768,4283,0.00071802,0.000214213,99.9282,0.0214213,80753756,53232250,26901419,26722766,26889083,2659,26719990,5,112,22,90,9.3928e-08,2.10399e-06,100,0.000210399,53852337,26509484,26444046,26547449,370160,26426630,37965,17416,65438,7659,57779,8449,62152,0.000656972,0.00246848,99.9343,0.246848,0.000471201,0.000514523,99.9637,0.0130504,65923,27996,-48129,370160,-352366,18446744073709541414
1970,1616551200,81678199,81678199,26387988,20391,5051,37416077,44185990,58641,17491,768,4283,0.000717952,0.000214145,99.9282,0.0214145,80784614,53252077,26910335,26731682,26897999,2659,26728906,5,112,22,90,9.3893e-08,2.1032e-06,100,0.00021032,53874279,26520395,26454955,26558360,370207,26437533,37965,17422,65440,7661,57779,8451,62152,0.000656928,0.00246753,99.9343,0.246753,0.000471153,0.000514355,99.9637,0.013046,63930,25960,-48125,370207,-354402,18446744073709541461
1971,1616554800,81700753,81700753,26396037,20395,5051,37426216,44198399,58647,17491,768,4283,0.000717827,0.000214086,99.9282,0.0214086,80807373,53267437,26918388,26739735,26906052,2659,26736959,5,112,22,90,9.3866e-08,2.1026e-06,100,0.00021026,53888985,26527702,26462262,26565667,370253,26444838,37965,17424,65440,7661,57779,8451,62152,0.000656823,0.00246686,99.9343,0.246686,0.000471071,0.000514211,99.9637,0.0130423,64676,26662,-48123,370253,-353700,18446744073709541507
1972,1616558400,81723960,81723960,26404091,20399,5051,37436705,44211104,58660,17491,768,4283,0.000717782,0.000214025,99.9282,0.0214025,80836227,53285826,26926441,26747788,26914105,2659,26745012,5,112,22,90,9.38336e-08,2.10187e-06,100,0.000210187,53909786,26538038,26472588,26576004,370296,26455158,37966,17430,65450,7662,57788,8452,62161,0.000656793,0.00246627,99.9343,0.246627,0.000471037,0.000514108,99.9637,0.0130383,62403,24342,-48127,370296,-356020,18446744073709541550
1973,1616562000,81747709,81747709,26411921,20403,5051,37447869,44223680,58669,17491,768,4283,0.000717684,0.000213963,99.9282,0.0213963,80853138,53298300,26934552,26755899,26922216,2659,26753123,5,112,22,90,9.38116e-08,2.10138e-06,100,0.000210138,53918586,26542401,26476951,26580367,370333,26459519,37966,17432,65450,7662,57788,8452,62161,0.000656761,0.00246587,99.9343,0.246587,0.000470987,0.000513979,99.9637,0.0130348,66151,28055,-48125,370333,-352307,18446744073709541587
1974,1616565600,81779867,81779867,26422191,20406,5051,37463642,44240059,58675,17491,768,4283,0.000717475,0.000213879,99.9283,0.0213879,80892456,53323099,26945313,26766660,26932977,2659,26763884,5,112,22,90,9.3768e-08,2.1004e-06,100,0.00021004,53947143,26556439,26490956,26594408,370378,26473521,37969,17435,65483,7682,57801,8472,62174,0.000656526,0.0024658,99.9343,0.24658,0.000470836,0.000513957,99.9637,0.0130293,62907,24736,-48155,370378,-355626,18446744073709541632
1975,1616569200,81815424,81815424,26434354,20412,5051,37480600,44258641,58692,17491,768,4283,0.000717371,0.000213786,99.9283,0.0213786,80929072,53347459,26957641,26778988,26945305,2659,26776212,5,112,22,90,9.37252e-08,2.09944e-06,100,0.000209944,53971431,26568471,26502980,26606443,370459,26485542,37972,17438,65491,7684,57807,8474,62180,0.000656342,0.00246499,99.9344,0.246499,0.00047075,0.000513778,99.9637,0.0130235,63211,24954,-48160,370459,-355408,18446744073709541713
1976,1616572800,81868558,81868558,26450353,20423,5095,37509162,44283118,58723,17555,768,4327,0.000717284,0.000214429,99.9283,0.0214429,80966870,53374623,26974387,26795734,26962051,2659,26792914,5,156,22,134,9.36775e-08,2.92274e-06,100,0.000292274,53992483,26578889,26513387,26616862,370520,26495941,37973,17446,65502,7695,57807,8485,62268,0.000656386,0.00246444,99.9344,0.246444,0.000470727,0.000514225,99.9637,0.0130957,69550,31185,-48207,370520,-349177,18446744073709541774
1977,1616576400,81918172,81918172,26466472,20431,5111,37534453,44307399,58743,17577,768,4343,0.000717094,0.000214568,99.9283,0.0214568,81016857,53407711,26990715,26812062,26978379,2659,26809224,5,174,22,152,9.36194e-08,3.25796e-06,100,0.000325796,54026142,26595649,26530147,26633622,370589,26512691,37973,17456,65502,7695,57807,8485,62302,0.000656348,0.00246288,99.9344,0.246288,0.000470623,0.000514156,99.9637,0.0131172,69118,30676,-48215,370589,-349686,18446744073709541843
1978,1616580000,81962596,81962596,26482012,20437,5111,37555258,44331003,58758,17577,768,4343,0.000716888,0.000214451,99.9283,0.0214451,81058469,53436259,27006346,26827693,26994010,2659,26824855,5,174,22,152,9.35694e-08,3.25622e-06,100,0.000325622,54052123,26608566,26543062,26646539,370661,26525599,37973,17463,65504,7697,57807,8487,62302,0.000656292,0.00246176,99.9344,0.246176,0.000470509,0.000513896,99.9637,0.0131102,71834,33325,-48210,370661,-347037,18446744073709541915
1979,1616583600,82009463,82009463,26497723,20445,5112,37577979,44355132,58774,17578,769,4343,0.000716673,0.000214341,99.9283,0.0214341,81114425,53472055,27022110,26843457,27009774,2659,26840619,5,174,22,152,9.35068e-08,3.25404e-06,100,0.000325404,54092315,26628598,26563091,26666571,370724,26545619,37973,17472,65507,7700,57807,8491,62302,0.000656137,0.00246002,99.9344,0.246002,0.000470365,0.000513595,99.9637,0.0131029,67569,29003,-48204,370724,-351359,18446744073709541978
1980,1616587200,82055210,82055210,26513676,20452,5112,37599755,44379084,58793,17578,769,4343,0.000716505,0.000214222,99.9284,0.0214222,81147736,53496630,27038045,26859392,27025709,2659,26856554,5,174,22,152,9.34638e-08,3.25254e-06,100,0.000325254,54109691,26637238,26571731,26675211,370772,26554258,37973,17473,65507,7700,57807,8491,62302,0.000655961,0.00245923,99.9344,0.245923,0.00047026,0.000513345,99.9637,0.0130961,74864,36251,-48203,370772,-344111,18446744073709542026
1981,1616590800,82101345,82101345,26529913,20465,5112,37621562,44403373,58832,17578,769,4343,0.000716578,0.000214101,99.9283,0.0214101,81184177,53522816,27054256,26875603,27041920,2659,26872765,5,174,22,152,9.34181e-08,3.25095e-06,100,0.000325095,54129921,26647213,26581705,26685186,370912,26564226,37973,17479,65508,7701,57807,8492,62302,0.000655941,0.00245834,99.9344,0.245834,0.000470299,0.000513091,99.9637,0.0130891,81101,42353,-48198,370912,-338009,18446744073709542166
1982,1616594400,82152479,82152479,26548125,20478,5112,37645691,44430340,58870,17578,769,4343,0.000716594,0.000213968,99.9283,0.0213968,81243945,53561721,27072476,26893823,27060140,2659,26890985,5,174,22,152,9.33503e-08,3.24859e-06,100,0.000324859,54171469,26667898,26602389,26705871,371001,26584893,37973,17496,65509,7702,57807,8493,62302,0.00065607,0.00245647,99.9344,0.245647,0.000470317,0.000512747,99.9637,0.0130804,78637,39816,-48182,371001,-340546,18446744073709542255
